date,nav_regular_growth,nav_direct_growth
2015-08-10,20.0242,20.2297
2015-08-11,20.0225,20.2283
2015-08-12,20.0275,20.2337
2015-08-13,20.0313,20.2378
2015-08-14,20.0330,20.2398
2015-08-17,20.0536,20.2615
2015-08-18,20.0506,20.2587
2015-08-19,20.0609,20.2694
2015-08-20,20.0636,20.2725
2015-08-21,20.0665,20.2757
2015-08-24,20.0987,20.3090
2015-08-25,20.0724,20.2828
2015-08-26,20.0802,20.2909
2015-08-27,20.0755,20.2865
2015-08-28,20.1089,20.3205
2015-08-31,20.1030,20.3154
2015-09-01,20.1267,20.3397
2015-09-02,20.1138,20.3270
2015-09-03,20.1262,20.3398
2015-09-04,20.1347,20.3486
2015-09-07,20.1389,20.3537
2015-09-08,20.1237,20.3387
2015-09-09,20.1525,20.3681
2015-09-10,20.1300,20.3456
2015-09-11,20.1589,20.3751
2015-09-14,20.1610,20.3781
2015-09-15,20.1692,20.3867
2015-09-16,20.1756,20.3934
2015-09-18,20.1690,20.3873
2015-09-21,20.1769,20.3962
2015-09-22,20.1953,20.4151
2015-09-23,20.1743,20.3942
2015-09-24,20.1848,20.4051
2015-09-28,20.2055,20.4272
2015-09-29,20.2015,20.4235
2015-09-30,20.2065,20.4288
2015-10-01,20.2156,20.4382
2015-10-05,20.2379,20.4620
2015-10-06,20.2402,20.4646
2015-10-07,20.2329,20.4575
2015-10-08,20.2276,20.4525
2015-10-09,20.2413,20.4665
2015-10-12,20.2475,20.4738
2015-10-13,20.2499,20.4764
2015-10-14,20.2567,20.4836
2015-10-15,20.2556,20.4828
2015-10-16,20.2590,20.4865
2015-10-19,20.2837,20.5124
2015-10-20,20.2871,20.5161
2015-10-21,20.2808,20.5100
2015-10-23,20.2891,20.5190
2015-10-26,20.2995,20.5304
2015-10-27,20.2965,20.5276
2015-10-28,20.2972,20.5286
2015-10-29,20.2970,20.5287
2015-10-30,20.3212,20.5535
2015-11-02,20.3198,20.5529
2015-11-03,20.3281,20.5617
2015-11-04,20.3242,20.5579
2015-11-05,20.3172,20.5511
2015-11-06,20.3249,20.5593
2015-11-09,20.3316,20.5669
2015-11-10,20.3477,20.5835
2015-11-13,20.3543,20.5911
2015-11-16,20.3489,20.5864
2015-11-17,20.3577,20.5956
2015-11-18,20.3694,20.6077
2015-11-19,20.3657,20.6043
2015-11-20,20.3822,20.6212
2015-11-23,20.3845,20.6245
2015-11-24,20.3877,20.6279
